朝市,アサイチ
材料,ザイリョウ
サイレン,サイレン
幸い,サイワイ
幸い,サイワイ
サウナ,サウナ
サウンド,サウンド
竿,サオ
坂,サカ
境,サカイ
境目,サカイメ
差額,サガク
逆さ,サカサ
逆様,サカサマ
杯,サカズキ
魚,サカナ
坂道,サカミチ
酒屋,サカヤ
下がり,サガリ
咲き,サキ
詐欺,サギ
先送り,サキオクリ
先駆け,サキガケ
先ごろ,サキゴロ
先々,サキザキ
先程,サキホド
先ほど,サキホド
先行き,サキユキ
作業,サギョウ
作,サク
策,サク
さく,サク
削減,サクゲン
作詞,サクシ
作者,サクシャ
削除,サクジョ
作図,サクズ
作成,サクセイ
作製,サクセイ
作戦,サクセン
昨年,サクネン
昨晩,サクバン
作品,サクヒン
作文,サクブン
作物,サクモツ
昨夜,サクヤ
桜,サクラ
桜前線,サクラゼンセン
桜もち,サクラモチ
探り,サグリ
策略,サクリャク
酒,サケ
さけ,サケ
酒好き,サケズキ
叫び,サケビ
ざこ,ザコ
鎖国,サコク
ささ,ササ
支え,ササエ
ささめごと,ササメゴト
ささやき,ササヤキ
さじ,サジ
差し入れ,サシイレ
差し押さえ,サシオサエ
座敷,ザシキ
差し込み,サシコミ
差し支え,サシツカエ
差し歯,サシバ
差し引き,サシヒキ
刺し身,サシミ
座礁,ザショウ
サスペンス,サスペンス
座席,ザセキ
左折,サセツ
挫折,ザセツ
左遷,サセン
座禅,ザゼン
誘い,サソイ
座談,ザダン
座談会,ザダンカイ
幸,サチ
座長,ザチョウ
札,サツ
殺意,サツイ
撮影,サツエイ
雑音,ザツオン
作家,サッカ
雑貨,ザッカ
サッカー,サッカー
殺害,サツガイ
錯覚,サッカク
雑学,ザツガク
五月,サツキ
作曲,サッキョク
殺菌,サッキン
雑菌,ザッキン
サックス,サックス
昨今,サッコン
サッシ,サッシ
察し,サッシ
冊子,サッシ
雑誌,ザッシ
殺傷,サッショウ
殺人,サツジン
殺人鬼,サツジンキ
雑草,ザッソウ
雑談,ザツダン
察知,サッチ
殺虫,サッチュウ
殺虫剤,サッチュウザイ
殺到,サットウ
雑用,ザツヨウ
査定,サテイ
里,サト
砂糖,サトウ
茶道,サドウ
作動,サドウ
里親,サトオヤ
里帰り,サトガエリ
悟り,サトリ
サバイバル,サバイバル
砂漠,サバク
さび,サビ
座標,ザヒョウ
サファイア,サファイア
座布団,ザフトン
サプリメント,サプリメント
差別,サベツ
作法,サホウ
サポーター,サポーター
サポート,サポート
サボテン,サボテン
サマー,サマー
様変わり,サマガワリ
妨げ,サマタゲ
さみだれ,サミダレ
サミット,サミット
寒気,サムケ
侍,サムライ
左右,サユウ
座右の銘,ザユウノメイ
作用,サヨウ
左翼,サヨク
皿,サラ
皿,サラ
再来年,サライネン
サラ金,サラキン
サラダ,サラダ
サラミ,サラミ
サラリー,サラリー
サラリーマン,サラリーマン
サリー,サリー
猿,サル
さる,サル
ざる,ザル
ざるそば,ザルソバ
沢,サワ
騒ぎ,サワギ
左腕,サワン
三,サン
山,サン
酸,サン
酸,サン
残,ザン
参加,サンカ
酸化,サンカ
三回忌,サンカイキ
三角,サンカク
山岳,サンガク
残額,ザンガク
三角形,サンカクケイ
三月,サンガツ
参観,サンカン
参議院,サンギイン
参議院議員,サンギインギイン
三脚,サンキャク
残虐,ザンギャク
産休,サンキュウ
産業,サンギョウ
残業,ザンギョウ
産業革命,サンギョウカクメイ
産業廃棄物,サンギョウハイキブツ
残金,ザンキン
サングラス,サングラス
酸欠,サンケツ
三権分立,サンケンブンリツ
産後,サンゴ
さんご,サンゴ
三五,サンゴ
参考,サンコウ
参考書,サンコウショ
残酷,ザンコク
山菜,サンサイ
散策,サンサク
三時,サンジ
三重,サンジュウ
算出,サンシュツ
産出,サンシュツ
残暑,ザンショ
参照,サンショウ
三色,サンショク
三振,サンシン
算数,サンスウ
賛成,サンセイ
酸性,サンセイ
酸性雨,サンセイウ
参政権,サンセイケン
参戦,サンセン
酸素,サンソ
山荘,サンソウ
残像,ザンゾウ
残存,ザンゾン
三代,サンダイ
残高,ザンダカ
サンダル,サンダル
山地,サンチ
産地,サンチ
山中,サンチュウ
山頂,サンチョウ
三度,サンド
サンドイッチ,サンドイッチ
賛同,サンドウ
サンドペーパー,サンドペーパー
サントラ,サントラ
三男,サンナン
参入,サンニュウ
残念,ザンネン
残念,ザンネン
サンバ,サンバ
参拝,サンパイ
散髪,サンパツ
残飯,ザンパン
賛美,サンビ
賛否,サンピ
散布,サンプ
産婦人科,サンフジンカ
産物,サンブツ
サンプリング,サンプリング
サンプル,サンプル
散歩,サンポ
さんま,サンマ
三枚目,サンマイメ
酸味,サンミ
山脈,サンミャク
三面,サンメン
産卵,サンラン
三流,サンリュウ
残留,ザンリュウ
三輪車,サンリンシャ
三塁,サンルイ
参列,サンレツ
四,シ
氏,シ
死,シ
詞,シ
師,シ
詩,シ
氏,シ
私,シ
師,シ
寺,ジ
字,ジ
じ,ジ
試合,シアイ
仕上がり,シアガリ
仕上げ,シアゲ
シアター,シアター
幸せ,シアワセ
思案,シアン
じい,ジイ
ＣＭ,シーエム
ＣＭソング,シーエムソング
飼育,シイク
シークレット,シークレット
じいさん,ジイサン
ＣＣ,シーシー
ＣＧ,シージー
シーズン,シーズン
椎茸,シイタケ
じいちゃん,ジイチャン
シーツ,シーツ
ＣＤ,シーディー
ＣＤプレーヤー,シーディープレーヤー
シード,シード
ジーパン,ジーパン
シーフード,シーフード
シール,シール
仕入れ,シイレ
子音,シイン
死因,シイン
シーン,シーン
寺院,ジイン
ジーンズ,ジーンズ
仕打ち,シウチ
シェア,シェア
市営,シエイ
自営,ジエイ
自衛,ジエイ
自衛隊,ジエイタイ
ＪＲ,ジェーアール
シェーバー,シェーバー
シェープアップ,シェープアップ
ジェスチャー,ジェスチャー
ジェット,ジェット
ジェットコースター,ジェットコースター
ジェネレーション,ジェネレーション
シェフ,シェフ
シェル,シェル
シェルター,シェルター
支援,シエン
ジェンダー,ジェンダー
塩,シオ
潮,シオ
塩味,シオアジ
塩加減,シオカゲン
潮風,シオカゼ
塩辛,シオカラ
塩気,シオケ
塩ざけ,シオザケ
塩漬け,シオヅケ
塩焼き,シオヤキ
しか,シカ
歯科,シカ
市価,シカ
時価,ジカ
司会,シカイ
視界,シカイ
市外,シガイ
市街,シガイ
次回,ジカイ
自害,ジガイ
紫外線,シガイセン
仕返し,シカエシ
四角,シカク
資格,シカク
視覚,シカク
刺客,シカク
自覚,ジカク
資格試験,シカクシケン
自覚症状,ジカクショウジョウ
仕掛け,シカケ
自家製,ジカセイ
仕方,シカタ
四月,シガツ
しかと,シカト
自家用,ジカヨウ
自家用車,ジカヨウシャ
志願,シガン
時間,ジカン
時間,ジカン
時間外,ジカンガイ
時間割,ジカンワリ
四季,シキ
式,シキ
式,シキ
指揮,シキ
時期,ジキ
次期,ジキ
磁気,ジキ
敷居,シキイ
市議会,シギカイ
色覚,シキカク
敷金,シキキン
色彩,シキサイ
指揮者,シキシャ
式場,シキジョウ
色素,シキソ
仕来り,シキタリ
敷地,シキチ
色調,シキチョウ
磁気テープ,ジキテープ
式典,シキテン
識別,シキベツ
色盲,シキモウ
至急,シキュウ
支給,シキュウ
子宮,シキュウ
四球,シキュウ
死球,シキュウ
時給,ジキュウ
自給,ジキュウ
持久,ジキュウ
自給自足,ジキュウジソク
持久力,ジキュウリョク
死去,シキョ
始業,シギョウ
事業,ジギョウ
事業家,ジギョウカ
支局,シキョク
仕切り,シキリ
資金,シキン
軸,ジク
しぐさ,シグサ
四苦八苦,シクハック
仕組み,シクミ
しぐれ,シグレ
死刑,シケイ
刺激,シゲキ
止血,シケツ
自決,ジケツ
茂み,シゲミ
試験,シケン
資源,シゲン
事件,ジケン
次元,ジゲン
試験管,シケンカン
試験的,シケンテキ
私語,シゴ
死後,シゴ
死語,シゴ
事故,ジコ
自己,ジコ
思考,シコウ
嗜好,シコウ
志向,シコウ
施行,シコウ
試行,シコウ
時効,ジコウ
事項,ジコウ
試行錯誤,シコウサクゴ
自業自得,ジゴウジトク
しごき,シゴキ
四国,シコク
自国,ジコク
時刻,ジコク
地獄,ジゴク
時刻表,ジコクヒョウ
自己紹介,ジコショウカイ
仕事,シゴト
仕事柄,シゴトガラ
自己満足,ジコマンゾク
痼,シコリ
示唆,シサ
時差,ジサ
司祭,シサイ
資材,シザイ
自在,ジザイ
試作,シサク
施策,シサク
思索,シサク
自作,ジサク
視察,シサツ
自殺,ジサツ
資産,シサン
持参,ジサン
資産家,シサンカ
しし,シシ
支持,シジ
指示,シジ
時事,ジジ
資質,シシツ
自室,ジシツ
事実,ジジツ
支社,シシャ
死者,シシャ
使者,シシャ
試写,シシャ
寺社,ジシャ
磁石,ジシャク
四捨五入,シシャゴニュウ
始終,シジュウ
自習,ジシュウ
自粛,ジシュク
支出,シシュツ
思春期,シシュンキ
辞書,ジショ
次女,ジジョ
支障,シショウ
死傷,シショウ
師匠,シショウ
市場,シジョウ
史上,シジョウ
紙上,シジョウ
試乗,シジョウ
至上,シジョウ
史上,シジョウ
自称,ジショウ
事情,ジジョウ
市場価格,シジョウカカク
市場調査,シジョウチョウサ
試食,シショク
辞職,ジショク
指針,シシン
詩人,シジン
地震,ジシン
自身,ジシン
自信,ジシン
ＪＩＳ,ジス
自炊,ジスイ
指数,シスウ
滴,シズク
静けさ,シズケサ
シスター,シスター
システム,システム
システムエンジニア,システムエンジニア
システムキッチン,システムキッチン
姿勢,シセイ
市政,シセイ
史跡,シセキ
次世代,ジセダイ
施設,シセツ
私設,シセツ
使節,シセツ
視線,シセン
自然,シゼン
自然,シゼン
事前,ジゼン
慈善,ジゼン
自然界,シゼンカイ
自然科学,シゼンカガク
自然現象,シゼンゲンショウ
自然災害,シゼンサイガイ
思想,シソウ
思想家,シソウカ
時速,ジソク
自足,ジソク
持続,ジゾク
子孫,シソン
自尊心,ジソンシン
下,シタ
舌,シタ
下味,シタアジ
死体,シタイ
次第,シダイ
私大,シダイ
事態,ジタイ
辞退,ジタイ
字体,ジタイ
時代,ジダイ
時代遅れ,ジダイオクレ
時代劇,ジダイゲキ
時代錯誤,ジダイサクゴ
下請け,シタウケ
舌打ち,シタウチ
下書き,シタガキ
下着,シタギ
支度,シタク
自宅,ジタク
下地,シタジ
下敷き,シタジキ
親しみ,シタシミ
下準備,シタジュンビ
下調べ,シタシラベ
下積み,シタヅミ
下取り,シタドリ
下町,シタマチ
下見,シタミ
下向き,シタムキ
七,シチ
自治,ジチ
自治会,ジチカイ
七月,シチガツ
七五三,シチゴサン
自治体,ジチタイ
質屋,シチヤ
試着,シチャク
シチュー,シチュー
支柱,シチュウ
シチュエーション,シチュエーション
市長,シチョウ
試聴,シチョウ
視聴,シチョウ
視聴覚,シチョウカク
視聴者,シチョウシャ
市町村,シチョウソン
視聴率,シチョウリツ
質,シツ
質,シツ
実,ジツ
実印,ジツイン
実演,ジツエン
室温,シツオン
実家,ジッカ
室外,シツガイ
失格,シッカク
疾患,シッカン
質感,シツカン
実感,ジッカン
漆器,シッキ
質疑,シツギ
実技,ジツギ
失業,シツギョウ
実況,ジッキョウ
実業家,ジツギョウカ
実況放送,ジッキョウホウソウ
湿気,シッケ
しつけ,シツケ
実験,ジッケン
実権,ジッケン
実現,ジツゲン
実験室,ジッケンシツ
実験台,ジッケンダイ
執行,シッコウ
実行,ジッコウ
執行猶予,シッコウユウヨ
実際,ジッサイ
実在,ジツザイ
実施,ジッシ
実質,ジッシツ
実写,ジッシャ
実習,ジッシュウ
実証,ジッショウ
実情,ジツジョウ
しっしん,シッシン
実績,ジッセキ
実戦,ジッセン
実践,ジッセン
実践的,ジッセンテキ
質素,シッソ
疾走,シッソウ
失そう,シッソウ
実像,ジツゾウ
実存,ジツゾン
失態,シッタイ
実態,ジッタイ
実体,ジッタイ
実地,ジッチ
失点,シッテン
しっと,シット
湿度,シツド
室内,シツナイ
ジッパー,ジッパー
失敗,シッパイ
実費,ジッピ
執筆,シッピツ
湿布,シップ
実父,ジップ
実物,ジツブツ
しっぽ,シッポ
実母,ジツボ
失望,シツボウ
執務,シツム
実務,ジツム
失明,シツメイ
実名,ジツメイ
質問,シツモン
実用,ジツヨウ
実用化,ジツヨウカ
質量,シツリョウ
実力,ジツリョク
失礼,シツレイ
失恋,シツレン
実話,ジツワ
指定,シテイ
師弟,シテイ
シティー,シティー
指定席,シテイセキ
指摘,シテキ
私鉄,シテツ
支店,シテン
視点,シテン
支点,シテン
自転,ジテン
辞典,ジテン
事典,ジテン
時点,ジテン
自伝,ジデン
自転車,ジテンシャ
指導,シドウ
始動,シドウ
私道,シドウ
自動,ジドウ
児童,ジドウ
自動詞,ジドウシ
自動車,ジドウシャ
自動制御,ジドウセイギョ
自動販売機,ジドウハンバイキ
指導要領,シドウヨウリョウ
品,シナ
品,シナ
市内,シナイ
品薄,シナウス
品数,シナカズ
品物,シナモノ
シナモン,シナモン
シナリオ,シナリオ
至難,シナン
次男,ジナン
死神,シニガミ
しにせ,シニセ
死に目,シニメ
辞任,ジニン
地主,ジヌシ
シネマ,シネマ
士農工商,シノウコウショウ
忍び,シノビ
芝,シバ
支配,シハイ
芝居,シバイ
自賠責,ジバイセキ
芝刈り,シバカリ
自爆,ジバク
地肌,ジハダ
始発,シハツ
自発,ジハツ
芝生,シバフ
自腹,ジバラ
支払い,シハライ
縛り,シバリ
師範,シハン
市販,シハン
地盤,ジバン
自販機,ジハンキ
慈悲,ジヒ
自費,ジヒ
耳鼻科,ジビカ
字引,ジビキ
自筆,ジヒツ
指標,シヒョウ
辞表,ジヒョウ
持病,ジビョウ
支部,シブ
自負,ジフ
私服,シフク
私物,シブツ
シフト,シフト
自分,ジブン
自分勝手,ジブンカッテ
自分自身,ジブンジシン
紙幣,シヘイ
地べた,ジベタ
死別,シベツ
四方,シホウ
司法,シホウ
死亡,シボウ
志望,シボウ
脂肪,シボウ
時報,ジホウ
司法試験,シホウシケン
司法書士,シホウショシ
